title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
Land,6000000.0,,,,Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Terrace Duplex With Bq,3000000.0,3.0,3.0,4.0,Goodness Estate Badore Ajah,0,0,1,1,0,0,0,1,0,0,1,0,Duplex
Mini Flat,2500000.0,1.0,1.0,2.0,Goodness Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Shared Apartment,650000.0,,,,Greenville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,245000000.0,,,,Ogudu,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
4 Bedroom Detached Duplex,6000000.0,5.0,5.0,6.0,Cooperative Villas Badore Ajah,0,0,1,0,0,0,1,0,0,0,1,0,Duplex
Furnished 3 Bedroom Flat,20000000.0,3.0,3.0,4.0,"Cadogan Estate, Osapa London Lekki",0,0,1,0,0,0,1,1,0,0,1,0,Apartment
3 Bedroom Flat,4500000.0,3.0,3.0,4.0,Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
3 Bedroom Duplex,6500000.0,3.0,3.0,4.0,Lekki Palm City Ado Road Ajah,0,0,1,1,0,0,0,0,0,0,1,0,Duplex
Sharp 2b Duplex,4500000.0,2.0,2.0,3.0,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Seaside Estate Badore Ajah,0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Sweet Half Plot Of Land,4000000.0,,,,Ado Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
Master Bedroom,2500000.0,,,,Van Daniels Orchid Lekki,0,0,1,0,0,0,0,0,0,0,1,0,Other
Clean Studio Apartment,2800000.0,,,,"Van Daniel Estate, Orchid Lekki",0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Greenville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
3 Bedroom Bungalow,3000000.0,3.0,3.0,4.0,Seaside Estate Badore Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Other
4 Bedroom Fully Detached Duplex,6500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,1,Duplex
Room Self Contained,1300000.0,,,,"L&K, Langbassa Ajah",0,0,0,0,0,0,0,0,0,0,0,0,Other
Sleek 4 Bedroom Semi Detached Duplex,8000000.0,4.0,4.0,5.0,Vgc Ikota Lekki,0,0,1,1,0,0,0,0,0,0,1,0,Duplex
Newly Built 2 Bedroom Flat,4500000.0,2.0,2.0,3.0,"Abraham Adesanya, Lekki Scheme 2 Ajah",0,0,1,0,0,1,0,0,0,0,1,0,Apartment
Room Self Contained,750000.0,,,,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
Mini Flat,1600000.0,1.0,1.0,2.0,Ibeju Lekki Lakowe Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Room Self Contain,1300000.0,,,,Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
4 Bedroom Duplex,7000000.0,4.0,4.0,5.0,Lekki Palm City Ado Road Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Duplex
3 Bedroom Flat,3500000.0,3.0,3.0,4.0,Happy Land Estate Ajah,0,0,1,0,0,0,0,0,0,0,1,0,Apartment
Studio Apartment,3000000.0,,,,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
1 Bedroom Flat,3000000.0,,1.0,1.0,Lekki Phase 1 Lekki,0,0,1,0,0,0,0,0,1,0,1,0,Apartment
2 Bedroom Duplex,3500000.0,2.0,2.0,3.0,Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Duplex
Studio Apartment,3000000.0,,,,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Lekki Palm City Ado Road Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Newly Built 2 Bedroom Flat,2800000.0,2.0,2.0,3.0,Ado Road Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
3 Bedroom Duplex,3500000.0,3.0,3.0,4.0,Seaside Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Duplex
2 Bedroom Flat,2800000.0,2.0,2.0,3.0,Marshy Hills Estate (Akins) Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Shop,450000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
Mini Flat,900000.0,1.0,1.0,1.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Clean 2 Bedroom Bungalow,2500000.0,2.0,2.0,3.0,Majek Sangotedo Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
Land,6000000.0,,,,Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Duplex,6500000.0,3.0,3.0,4.0,Lekki Palm City Ado Road Ajah,0,0,1,1,0,0,0,0,0,0,1,0,Duplex
Newly Built 4 Four Bedroom Fully Detached House,50000000.0,4.0,4.0,5.0,Lekki 1 Lekki Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Detached
Shared Apartment,650000.0,,,,Greenville Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
4 Bedroom Detached Duplex,6000000.0,5.0,5.0,6.0,Cooperative Villas Badore Ajah,0,0,1,0,0,0,1,0,0,0,1,0,Duplex
3 Bedroom Terrace Duplex With Bq,3000000.0,3.0,3.0,4.0,Goodness Estate Badore Ajah,0,0,1,1,0,0,0,1,0,0,1,0,Duplex
Furnished 3 Bedroom Flat,20000000.0,3.0,3.0,4.0,"Cadogan Estate, Osapa London Lekki",0,0,1,0,0,0,1,1,0,0,1,0,Apartment
Mini Flat,2500000.0,1.0,1.0,2.0,Goodness Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Flat,900000.0,1.0,1.0,1.0,First Unity Estate Badore Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
2 Bedroom Flat,2800000.0,2.0,2.0,3.0,Marshy Hills Estate (Akins) Ado Road Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Apartment
Mini Shop,450000.0,,,,Seaside Estate Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Duplex,3500000.0,3.0,3.0,4.0,Seaside Estate Badore Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Duplex
Luxury 19 Rooms Hotel,9000000.0,10.0,10.0,10.0,Orisumibare Shasha Alimosho,0,0,0,0,0,0,0,0,0,0,0,0,Other
Clean 2 Bedroom Bungalow,2500000.0,2.0,2.0,3.0,Majek Sangotedo Ajah,0,0,1,0,0,0,0,1,0,0,1,0,Other
Newly Built 2 Bedroom Flat,2800000.0,2.0,2.0,3.0,Ado Road Ajah,0,0,1,0,0,1,0,1,0,0,1,0,Apartment
Land,6000000.0,,,,Badore Ajah,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Duplex,6500000.0,3.0,3.0,4.0,Lekki Palm City Ado Road Ajah,0,0,1,1,0,0,0,0,0,0,1,0,Duplex
4 Bedroom Semi Detached Duplex,20000000.0,4.0,4.0,5.0,Idado Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Furnished 4 Bedroom Semi Detached Duplex With Bq,16000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,1,1,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex With Bq,12000000.0,4.0,4.0,5.0,Osapa London Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Apartment,17500000.0,2.0,2.0,3.0,Ikate Lekki,1,0,0,0,1,0,0,1,0,0,0,0,Apartment
5 Bedroom Fully Detached Duplex,15000000.0,5.0,5.0,6.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex For Rent,20000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Semi Detached Duplex For Rent,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Furnished Studio Apartment,7000000.0,1.0,1.0,1.0,Victoria Island,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Vgc Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,5.0,Vgc Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
Service 3 Bedroom Commercial Flat,8000000.0,3.0,3.0,4.0,Victoria Island,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Penthouse,25000000.0,4.0,4.0,5.0,Ikate Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Other
3 Bedroom Apartment For Rent,16000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Furnished 2 Bedroom Maisonette For Rent,18000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Maisonette
4 Bedroom Terrace Duplex For Rent,12000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Falt For Rent,5000000.0,2.0,2.0,2.0,Igbo Efon Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
4 Bedroom Detached Duplex For Sale At Lifecamp,370000000.0,4.0,4.0,5.0,Life Camp,0,1,1,0,0,0,0,0,1,0,1,0,Duplex
Furnished 4 Bedroom Semi Detached Duplex With Bq,16000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,1,1,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex With Bq,12000000.0,4.0,4.0,5.0,Osapa London Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex,20000000.0,4.0,4.0,5.0,Idado Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Apartment,17500000.0,2.0,2.0,3.0,Ikate Lekki,1,0,0,0,1,0,0,1,0,0,0,0,Apartment
5 Bedroom Fully Detached Duplex,15000000.0,5.0,5.0,6.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex For Rent,20000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Semi Detached Duplex For Rent,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Semi Detached For Rent,10000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Detached
Furnished 3 Bedroom Terrace For Rent,15000000.0,3.0,3.0,4.0,Ikota Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Terrace
Furnished 3 Bedroom Terrace Duplex For Rent,10000000.0,3.0,3.0,4.0,Ikota Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Duplex
3 Bedroom Apartment For Rent,18000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
5 Bedroom Duplex With Bq,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,0,0,0,0,0,Duplex
2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Ikate Lekki,1,0,0,0,1,1,0,1,0,0,0,0,Apartment
Furnished 2 Bedroom Apartment For Rent,30000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Furnished 4 Bedroom Terrace Duplex For Rent,14000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Duplex
4 Bedroom Semi Detached For Rent,10000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Detached
Furnished 3 Bedroom Terrace For Rent,15000000.0,3.0,3.0,4.0,Ikota Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Terrace
Furnished 3 Bedroom Terrace Duplex For Rent,10000000.0,3.0,3.0,4.0,Ikota Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Duplex
3 Bedroom Apartment For Rent,18000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
2 Bedroom Apartment With Bq For Rent,12000000.0,2.0,2.0,3.0,Ikate Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
3 Bedroom Apartment For Rent !!!,20000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Fully Detached Duplex,6500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,1,Duplex
1 Bedroom Apartment,6000000.0,1.0,1.0,2.0,Lekki Phase 1 Lekki,1,1,0,0,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Semi Detached For Rent,15000000.0,4.0,4.0,5.0,Osapa London Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Semi-Detached
Furnished 4 Bedroom Semi Detached For Rent,12000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Semi-Detached
2 Bedroom Apartment,12000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Terrace Duplex,25000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Detached Duplex,13000000.0,5.0,5.0,6.0,Orchid Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Terrace Duplex For Rent,15000000.0,2.0,2.0,3.0,Ikate Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
3 Bedroom Detached Duplex,6000000.0,3.0,3.0,4.0,2Nd Toll Gate Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex T,12000000.0,4.0,4.0,5.0,Agungi Lekki,0,0,1,1,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Detached Duplex,20000000.0,5.0,5.0,6.0,Osapa London Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
3 Bedroom Apartment For Rent,18000000.0,3.0,3.0,4.0,Ikate Lekki,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
Furnished 2 Bedroom Flat,16000000.0,2.0,2.0,3.0,Banana Island Road Mojisola Onikoyi Estate Ikoyi,1,1,0,0,0,0,1,1,0,0,0,0,Apartment
2 Bedroom Apartment,11500000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,1,1,0,0,1,0,0,0,0,Apartment
1 Bedroom Apartment,8000000.0,1.0,1.0,2.0,Lekki Phase 1 Lekki,0,0,0,1,1,0,0,1,0,0,0,0,Apartment
2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Well Maintained 5 Duplex For Rent,25000000.0,5.0,5.0,6.0,Ikate Lekki,0,0,1,0,0,0,0,0,1,0,0,0,Duplex
5 Bedroom Detached Duplex With Bq For Rent,25000000.0,5.0,5.0,6.0,Ikate Lekki,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Terrace Duplex,6000000.0,4.0,4.0,5.0,Osapa London Lekki,0,0,1,0,0,0,0,1,0,0,1,0,Duplex
2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Ikate Lekki,1,0,0,0,0,0,0,1,0,0,0,0,Apartment
5 Bedroom Detached Duplex With Bq For Rent,13000000.0,5.0,5.0,6.0,Ikota Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
2 Bedroom Apartment For Rent,5000000.0,2.0,2.0,3.0,Ikota Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Fully Serviced 3 Bedroom Luxury Apartment,35000000.0,3.0,3.0,4.0,Old Ikoyi Ikoyi,1,1,1,1,1,0,0,1,0,0,0,0,Apartment
4 Bedroom Terrace Duplex With Bq For Rent,7500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
5 Bedroom Semi Detached Duplex For Rent,25000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex For Rent,7000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Furnished 3 Bedroom Apartment For Rent,15000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex,18000000.0,4.0,4.0,5.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Apartment With Pool And Elevator For Rent,20000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,0,0,0,1,0,0,1,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex T,12000000.0,4.0,4.0,5.0,Agungi Lekki,0,0,1,1,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Detached Duplex,20000000.0,5.0,5.0,6.0,Osapa London Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
3 Bedroom Apartment For Rent,18000000.0,3.0,3.0,4.0,Ikate Lekki,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
5 Bedroom Semi Detached Duplex With Bq For Rent,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Furnished 2 Bed Apartment For Rent,30000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,0,0,0,0,0,1,1,0,0,0,0,Apartment
4 Bedroom Fully Detached Duplex,6500000.0,4.0,4.0,5.0,Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,1,Duplex
1/2 Bedroom Apartment,5500000.0,1.0,1.0,2.0,Chevron Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Newly 4 Bbedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,1,0,1,0,0,0,0,Duplex
2 Bedroom Apartment,17000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,1,0,0,1,0,0,1,0,0,0,0,Apartment
Furnished 4 Bedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,1,1,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex With Bq For For Rent,12000000.0,4.0,4.0,5.0,Chevron Toll Gate Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
3 Bedroom Apartment For Rent,20000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,0,0,0,0,0,1,0,0,0,0,Apartment
Furnished 4 Bedroom Terrace Duplex With Bq For Rent,30000000.0,4.0,4.0,5.0,Ikate Lekki,0,0,0,1,0,0,1,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex For Rent,20000000.0,4.0,4.0,5.0,Ikate Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
5 Bedroom Fully Detached Duplex With Bq,450000000.0,5.0,5.0,6.0,Chevron Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex With Bq For Rent,13000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
3 Bedroom Apartment,8000000.0,3.0,3.0,4.0,Ologolo Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Furnished 2 Bed Apartment For Rent,30000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,0,0,0,0,0,1,1,0,0,0,0,Apartment
5 Bedroom Semi Detached Duplex With Bq For Rent,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
Newly Built 2 Bedroom Flat,2600000.0,2.0,2.0,3.0,Peace Estate Isheri Egbeda Lagos Egbeda Alimosho,0,0,1,0,0,1,0,0,1,0,1,0,Apartment
2 Bedroom Flat,2600009.0,2.0,2.0,3.0,Lasu Igando Road Akesan Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Apartment
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
Standard 2 Bedroom Duplex For Commercial,6000000.0,2.0,2.0,2.0,Ipaja Lagos Ipaja Road Ipaja,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Newly Built 4 Four Bedroom Fully Detached House,50000000.0,4.0,4.0,5.0,Lekki 1 Lekki Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Detached
Standard Spacious 3 Bedroom Flat 9ice Kitchen,2500000.0,3.0,3.0,3.0,Ipaja Lagos Ipaja Road Ipaja,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
"Superb 4 Bedroom Duplex In Gowon Estate, Egbeda",5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
4 Bedroom Duplex,5000000.0,4.0,5.0,5.0,Egbeda Alimosho,0,0,1,0,0,0,0,0,1,0,1,0,Duplex
2 Bedroom Flat,5500000.0,2.0,2.0,2.0,Omole Phase 1 Ojodu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Fully Detached Duplex,15000000.0,4.0,4.0,4.0,Northern Foreshore Estate Chevron Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
2 Storey Building Measuring 753sqm,120000.0,,,,Adeola Odeku Victoria Island,0,0,0,0,0,0,0,0,0,0,0,0,Other
"Commercial Building On 1,200sqm Of Land (corner Piece)",70000000.0,,,,Lekki Phase 1 Lekki,0,1,0,0,0,0,0,0,0,0,0,0,Commercial
Newly Built 3 Bedroom Terraced Bq/single Tenant,60000000.0,3.0,3.0,3.0,Off Admiralty Way Lekki Phase 1 Lekki,0,0,1,1,0,0,0,0,0,0,0,0,Terrace
2 Bedroom Apartment,150000.0,2.0,2.0,3.0,Opebi Ikeja,1,0,1,0,0,0,0,0,1,0,1,1,Apartment
2 Bedroom Flat,4500000.0,2.0,2.0,3.0,New Road/Spg Igbo Efon Lekki,0,0,1,0,0,0,0,1,0,0,0,0,Apartment
Open Office Space Measuring 320sqm,25000000.0,,,,Oregun Ikeja,0,0,1,0,0,0,0,1,0,0,0,0,Office
"Warehouse Measuring 1,000sqm On 2,600sqm Land Size",40000000.0,,,,Dangote Refinery Ibeju Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
Open Space Measuring 121sqm (2nd Floor) & 210sqm,70000.0,,,,Alausa Ikeja,0,0,1,0,1,0,0,1,0,0,0,0,Other
Self Serviced 4 Bedroom Detached Duplex With Bq,13000000.0,4.0,4.0,4.0,Royal Pine Estate Orchid Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Furnished Serviced 2 Bedroom Flat With Bq,10000000.0,2.0,2.0,3.0,"Off T. F Kuboye, Lekki Right, Lekki",0,0,0,1,0,0,1,1,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,15500000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
4 Bedroom Fully Detached Duplex With 2 Bq,30000000.0,4.0,4.0,4.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built 13units & 2units Of Mini Flat,15000000.0,10.0,10.0,10.0,Brown Bus Stop Mafoluku Oshodi,0,0,1,0,0,1,0,0,0,0,0,0,Apartment
1 Bay Warehouse Measuring 500sqm,32000000.0,,,,Lagos Ibadan Expressway Ojodu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Serviced Room Self Contained,3000000.0,1.0,1.0,1.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
Furnished Studio Apartment,7000000.0,1.0,1.0,1.0,Victoria Island,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
2 Bedroom Flat+bq,15000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
Warehouses,45000.0,,,,Oba Akran Ikeja,0,0,0,0,0,0,0,0,0,0,0,0,Other
Furnished/serviced 3 Bedroom Flat With Study Room,30000000.0,3.0,3.0,3.0,Off Adeola Odeku Victoria Island,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Warehouse,45000.0,,,,Off Oba Akran Ikeja,0,0,0,0,0,0,0,0,0,0,0,0,Other
Self Serviced 4 Bedroom Semi Detached Duplex With Bq,20000000.0,4.0,4.0,4.0,"Covenant Estate, Oniru Victoria Island",0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Serviced 3 Bedroom Flat,8000000.0,3.0,3.0,3.0,Off Admiralty Way Lekki Phase 1 Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Apartment
Serviced Room Self Contained,3000000.0,1.0,1.0,1.0,Lekki Phase 1 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Other
Open Space Measuring Over 200sqm,12000000.0,,,,Opebi Ikeja,0,0,0,0,0,0,0,0,0,0,0,0,Other
Open Space,6000000.0,1.0,1.0,1.0,Emma Abimbola Cole Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Other
Fully Furnished 2 Bedroom Semi Detached Bungalow,75000000.0,2.0,2.0,3.0,Ajah Lekki,0,0,1,0,0,0,0,1,0,0,0,0,Semi-Detached
Furnished 5 Bedroom Townhouse With Bq,80000000.0,5.0,5.0,5.0,Old Ikoyi Ikoyi,1,1,0,1,0,0,1,0,0,0,0,0,Townhouse
1 Bedroom Flat,5500000.0,1.0,1.0,1.0,Bera Estate Chevron Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex+bq,30000000.0,4.0,4.0,4.0,Covenant Estate Oniru Victoria Island,1,0,0,1,0,0,0,1,0,0,0,0,Duplex
